run,agent,week,type,no_response,partial_week_record,primary_chars,primary_exact_duplicate,primary_near_duplicate,primary_max_prior_jaccard,reflection_chars,reflection_exact_duplicate,reflection_near_duplicate,reflection_max_prior_jaccard
Run 2,Alessandro Vieri,13,solo,0,0,506,1,0,1.0,586,1,0,1.0
Run 2,Alessandro Vieri,13,solo,0,0,443,0,0,0.034722,613,0,0,0.024876
Run 2,Alessandro Vieri,13,solo,0,0,559,0,0,0.021127,627,0,0,0.029703
Run 2,Alessandro Vieri,13,solo,0,0,254,0,0,0.027778,686,0,0,0.043689
Run 2,Alessandro Vieri,13,solo,0,0,547,0,0,0.728972,686,1,0,1.0
Run 2,Alessandro Vieri,13,solo,0,0,399,0,0,0.040323,424,0,0,0.012048
Run 2,Alessandro Vieri,13,solo,0,0,435,0,0,0.024194,628,0,0,0.033175
Run 2,Alessandro Vieri,13,solo,0,0,381,0,0,0.026846,766,0,0,0.01992
Run 2,Alessandro Vieri,13,solo,0,0,506,1,0,1.0,586,1,0,1.0
Run 2,Alessandro Vieri,13,solo,0,0,261,0,0,0.041096,695,0,0,0.020202
Run 2,Alessandro Vieri,13,solo,0,0,474,0,0,0.014599,823,0,0,0.017241
Run 2,Alessandro Vieri,13,solo,0,0,509,0,0,0.079365,739,0,0,0.018182
Run 2,Alessandro Vieri,13,solo,1,0,560,0,1,0.803738,11,1,0,0.0
Run 2,Alessandro Vieri,13,solo,0,0,283,0,0,0.108108,674,0,0,0.035
Run 2,Alessandro Vieri,13,solo,0,0,447,0,0,0.008403,871,0,0,0.04329
Run 2,Alessandro Vieri,13,solo,0,0,488,0,0,0.095808,694,0,0,0.022901
Run 2,Alessandro Vieri,14,solo,0,0,452,0,1,0.930233,589,0,1,0.8
Run 2,Alessandro Vieri,14,solo,0,0,466,0,0,0.015152,642,0,0,0.037383
Run 2,Alessandro Vieri,14,solo,0,0,366,0,0,0.015385,689,0,0,0.043269
Run 2,Alessandro Vieri,14,solo,0,0,558,0,0,0.083969,712,0,0,0.018433
Run 2,Alessandro Vieri,14,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,14,solo,0,0,486,0,1,0.884211,632,0,0,0.585034
Run 2,Alessandro Vieri,14,solo,0,0,452,1,0,1.0,589,1,0,1.0
Run 2,Alessandro Vieri,14,solo,0,0,460,0,0,0.0,656,0,0,0.020492
Run 2,Alessandro Vieri,14,solo,0,0,650,0,0,0.005025,569,0,0,0.02551
Run 2,Alessandro Vieri,14,solo,0,0,440,0,0,0.114094,694,0,0,0.051643
Run 2,Alessandro Vieri,14,solo,1,0,452,1,0,1.0,11,1,0,0.0
Run 2,Alessandro Vieri,14,solo,0,0,400,0,0,0.05,672,0,0,0.050505
Run 2,Alessandro Vieri,14,solo,0,0,535,0,0,0.14557,762,0,0,0.024561
Run 2,Alessandro Vieri,14,solo,0,0,210,0,0,0.013158,656,0,0,0.023364
Run 2,Alessandro Vieri,14,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,14,solo,1,0,11,1,0,0.0,11,1,0,0.0
Run 2,Alessandro Vieri,15,solo,0,0,452,1,0,1.0,570,0,1,0.823009
Run 2,Alessandro Vieri,15,solo,0,0,483,0,0,0.178295,685,0,0,0.034483
Run 2,Alessandro Vieri,15,solo,0,0,524,0,0,0.032258,541,0,0,0.07732
Run 2,Alessandro Vieri,15,solo,0,0,312,0,0,0.225,730,0,0,0.021097
Run 2,Alessandro Vieri,15,solo,0,0,452,1,0,1.0,675,0,0,0.470588
Run 2,Alessandro Vieri,15,solo,0,0,307,0,0,0.029126,645,0,0,0.031088
Run 2,Alessandro Vieri,15,solo,0,0,554,0,0,0.056338,646,0,0,0.041667
Run 2,Alessandro Vieri,15,solo,0,0,308,0,0,0.089109,616,0,0,0.014778
Run 2,Alessandro Vieri,15,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,15,solo,0,0,445,0,1,0.892857,697,0,0,0.773438
Run 2,Alessandro Vieri,15,solo,0,0,430,0,0,0.614583,885,0,0,0.441176
Run 2,Alessandro Vieri,15,solo,0,0,294,0,0,0.02521,526,0,0,0.029126
Run 2,Alessandro Vieri,15,solo,0,0,371,0,0,0.108527,651,0,0,0.07109
Run 2,Alessandro Vieri,15,solo,0,0,300,0,0,0.031008,707,0,0,0.031532
Run 2,Alessandro Vieri,15,solo,1,0,421,0,0,0.428571,11,1,0,0.0
Run 2,Alessandro Vieri,15,solo,0,0,322,0,0,0.058252,650,0,0,0.03125
Run 2,Alessandro Vieri,15,solo,0,0,474,0,0,0.022346,642,0,0,0.022523
Run 2,Alessandro Vieri,15,solo,0,0,310,0,0,0.009259,726,0,0,0.03125
Run 2,Alessandro Vieri,16,solo,0,0,452,1,0,1.0,609,0,0,0.354037
Run 2,Alessandro Vieri,16,solo,0,0,442,0,0,0.007407,529,0,0,0.005747
Run 2,Alessandro Vieri,16,solo,0,0,349,0,0,0.07,670,0,0,0.140541
Run 2,Alessandro Vieri,16,solo,0,0,510,0,0,0.016,861,0,0,0.031873
Run 2,Alessandro Vieri,16,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,16,solo,0,0,422,0,1,0.897436,824,0,0,0.465347
Run 2,Alessandro Vieri,16,solo,0,0,452,1,0,1.0,609,1,0,1.0
Run 2,Alessandro Vieri,16,solo,0,0,357,0,0,0.084906,780,0,0,0.042553
Run 2,Alessandro Vieri,16,solo,0,0,377,0,0,0.036765,524,0,0,0.032967
Run 2,Alessandro Vieri,16,solo,0,0,311,0,0,0.021583,665,0,0,0.013575
Run 2,Alessandro Vieri,16,solo,0,0,445,1,0,1.0,609,1,0,1.0
Run 2,Alessandro Vieri,16,solo,0,0,607,0,0,0.022099,996,0,0,0.080882
Run 2,Alessandro Vieri,16,solo,0,0,490,0,0,0.012987,744,0,0,0.03211
Run 2,Alessandro Vieri,16,solo,0,0,367,0,0,0.0,619,0,0,0.019139
Run 2,Alessandro Vieri,16,solo,1,0,11,1,0,0.0,11,1,0,0.0
Run 2,Alessandro Vieri,16,solo,0,0,345,0,0,0.073171,603,0,0,0.09901
Run 2,Alessandro Vieri,16,solo,0,0,453,0,0,0.014599,572,0,0,0.032609
Run 2,Alessandro Vieri,16,solo,0,0,334,0,0,0.006897,560,0,0,0.042654
Run 2,Alessandro Vieri,17,solo,0,0,452,1,0,1.0,652,0,0,0.666667
Run 2,Alessandro Vieri,17,solo,0,0,343,0,0,0.027778,520,0,0,0.035928
Run 2,Alessandro Vieri,17,solo,0,0,530,0,0,0.036842,765,0,0,0.048
Run 2,Alessandro Vieri,17,solo,0,0,440,0,0,0.063492,611,0,0,0.048544
Run 2,Alessandro Vieri,17,solo,0,0,452,1,0,1.0,652,1,0,1.0
Run 2,Alessandro Vieri,17,solo,0,0,399,0,0,0.094488,564,0,0,0.030457
Run 2,Alessandro Vieri,17,solo,0,0,340,0,0,0.055556,513,0,0,0.021739
Run 2,Alessandro Vieri,17,solo,0,0,483,0,0,0.143939,436,0,0,0.041916
Run 2,Alessandro Vieri,17,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,17,solo,0,0,526,0,1,0.877778,683,0,1,0.898305
Run 2,Alessandro Vieri,17,solo,0,0,504,0,1,0.909091,671,0,0,0.576159
Run 2,Alessandro Vieri,17,solo,0,0,394,0,0,0.044118,611,0,0,0.061033
Run 2,Alessandro Vieri,17,solo,0,0,594,0,0,0.080402,581,0,0,0.028436
Run 2,Alessandro Vieri,17,solo,0,0,279,0,0,0.27027,581,0,0,0.026667
Run 2,Alessandro Vieri,17,solo,1,0,11,1,0,0.0,11,1,0,0.0
Run 2,Alessandro Vieri,17,solo,0,0,453,0,0,0.017442,699,0,0,0.038793
Run 2,Alessandro Vieri,17,solo,0,0,418,0,0,0.061069,618,0,0,0.060071
Run 2,Alessandro Vieri,17,solo,0,0,270,0,0,0.023256,710,0,0,0.016667
Run 2,Alessandro Vieri,18,solo,0,0,504,1,0,1.0,761,0,0,0.564103
Run 2,Alessandro Vieri,18,solo,0,0,517,0,0,0.036145,692,0,0,0.047619
Run 2,Alessandro Vieri,18,solo,0,0,600,0,0,0.013072,769,0,0,0.026432
Run 2,Alessandro Vieri,18,solo,0,0,470,0,0,0.021127,629,0,0,0.045662
Run 2,Alessandro Vieri,18,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,18,solo,0,0,504,1,0,1.0,661,0,0,0.632653
Run 2,Alessandro Vieri,18,solo,0,0,581,0,0,0.508475,846,0,1,0.90604
Run 2,Alessandro Vieri,18,solo,0,0,338,0,0,0.060606,661,0,0,0.025773
Run 2,Alessandro Vieri,18,solo,0,0,399,0,0,0.027027,639,0,0,0.035533
Run 2,Alessandro Vieri,18,solo,0,0,295,0,0,0.045872,686,0,0,0.061905
Run 2,Alessandro Vieri,18,solo,0,0,445,1,0,1.0,846,1,0,1.0
Run 2,Alessandro Vieri,18,solo,0,0,286,0,0,0.050725,688,0,0,0.087156
Run 2,Alessandro Vieri,18,solo,0,0,500,0,0,0.076923,712,0,0,0.045662
Run 2,Alessandro Vieri,18,solo,0,0,381,0,0,0.060345,656,0,0,0.075377
Run 2,Alessandro Vieri,18,solo,1,0,11,1,0,0.0,11,1,0,0.0
Run 2,Alessandro Vieri,18,solo,0,0,307,0,0,0.020202,579,0,0,0.050459
Run 2,Alessandro Vieri,18,solo,0,0,397,0,0,0.054545,515,0,0,0.044693
Run 2,Alessandro Vieri,18,solo,0,0,277,0,0,0.011628,594,0,0,0.019048
Run 2,Alessandro Vieri,19,solo,0,0,452,1,0,1.0,672,0,0,0.601351
Run 2,Alessandro Vieri,19,solo,0,0,373,0,0,0.041322,702,0,0,0.053333
Run 2,Alessandro Vieri,19,solo,0,0,446,0,0,0.014493,646,0,0,0.073171
Run 2,Alessandro Vieri,19,solo,0,0,281,0,0,0.050847,555,0,0,0.008929
Run 2,Alessandro Vieri,19,solo,0,0,452,1,0,1.0,647,0,1,0.888
Run 2,Alessandro Vieri,19,solo,0,0,467,0,0,0.024793,713,0,0,0.013636
Run 2,Alessandro Vieri,19,solo,0,0,385,0,0,0.035714,734,0,0,0.037559
Run 2,Alessandro Vieri,19,solo,0,0,459,0,0,0.04,756,0,0,0.063559
Run 2,Alessandro Vieri,19,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,19,solo,0,0,372,0,0,0.019048,871,0,0,0.018116
Run 2,Alessandro Vieri,19,solo,1,0,504,1,0,1.0,11,1,0,0.0
Run 2,Alessandro Vieri,19,solo,0,0,471,0,0,0.050725,632,0,0,0.035088
Run 2,Alessandro Vieri,19,solo,0,0,329,0,0,0.048544,664,0,0,0.043062
Run 2,Alessandro Vieri,19,solo,0,0,281,0,0,0.178571,713,0,0,0.031674
Run 2,Alessandro Vieri,19,solo,1,0,11,1,0,0.0,11,1,0,0.0
Run 2,Alessandro Vieri,19,solo,0,0,440,0,0,0.0375,689,0,0,0.044898
Run 2,Alessandro Vieri,19,solo,0,0,401,0,0,0.032258,642,0,0,0.044335
Run 2,Alessandro Vieri,19,solo,0,0,375,0,0,0.027778,555,0,0,0.028571
Run 2,Alessandro Vieri,20,solo,0,0,538,0,1,0.865979,714,0,0,0.644295
Run 2,Alessandro Vieri,20,solo,0,0,494,0,0,0.08589,729,0,0,0.026596
Run 2,Alessandro Vieri,20,solo,0,0,267,0,0,0.0,513,0,0,0.022472
Run 2,Alessandro Vieri,20,solo,0,0,294,0,0,0.154545,492,0,0,0.025253
Run 2,Alessandro Vieri,20,solo,0,0,538,1,0,1.0,689,0,1,0.890625
Run 2,Alessandro Vieri,20,solo,0,0,449,0,0,0.119205,750,0,0,0.08658
Run 2,Alessandro Vieri,20,solo,0,0,434,0,0,0.080645,654,0,0,0.035242
Run 2,Alessandro Vieri,20,solo,0,0,398,0,0,0.208333,655,0,0,0.053659
Run 2,Alessandro Vieri,20,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,20,solo,0,0,398,1,0,1.0,689,1,0,1.0
Run 2,Alessandro Vieri,20,solo,0,0,398,1,0,1.0,689,1,0,1.0
Run 2,Alessandro Vieri,20,solo,0,0,507,0,0,0.007194,637,0,0,0.033149
Run 2,Alessandro Vieri,20,solo,0,0,438,0,0,0.029197,739,0,0,0.030435
Run 2,Alessandro Vieri,20,solo,0,0,355,0,0,0.186916,639,0,0,0.067308
Run 2,Alessandro Vieri,20,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,20,solo,1,0,11,1,0,0.0,11,1,0,0.0
Run 2,Alessandro Vieri,21,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,21,solo,0,0,415,0,1,0.857143,690,0,0,0.582781
Run 2,Alessandro Vieri,21,solo,0,0,384,0,0,0.6,690,1,0,1.0
Run 2,Alessandro Vieri,21,solo,0,0,334,0,0,0.053846,642,0,0,0.077253
Run 2,Alessandro Vieri,21,solo,0,0,667,0,0,0.010638,904,0,0,0.028455
Run 2,Alessandro Vieri,21,solo,0,0,465,0,0,0.016807,762,0,0,0.013514
Run 2,Alessandro Vieri,21,solo,0,0,343,0,0,0.787879,690,1,0,1.0
Run 2,Alessandro Vieri,21,solo,0,0,399,0,0,0.017699,565,0,0,0.031915
Run 2,Alessandro Vieri,21,solo,0,0,467,0,0,0.023121,738,0,0,0.044355
Run 2,Alessandro Vieri,21,solo,0,0,306,0,0,0.054688,596,0,0,0.017778
Run 2,Alessandro Vieri,21,solo,0,0,472,0,0,0.086614,608,0,0,0.040609
Run 2,Alessandro Vieri,21,solo,0,0,438,0,0,0.141791,642,0,0,0.087963
Run 2,Alessandro Vieri,21,solo,0,0,438,0,0,0.058442,611,0,0,0.053191
Run 2,Alessandro Vieri,21,solo,0,0,348,0,0,0.026087,566,0,0,0.026738
Run 2,Alessandro Vieri,21,solo,1,0,343,1,0,1.0,11,1,0,0.0
Run 2,Alessandro Vieri,21,solo,0,0,378,0,0,0.06383,648,0,0,0.075117
Run 2,Alessandro Vieri,21,solo,0,0,434,0,0,0.006536,697,0,0,0.037234
Run 2,Alessandro Vieri,21,solo,0,0,474,0,0,0.04,754,0,0,0.03252
Run 2,Alessandro Vieri,22,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,22,solo,0,0,343,1,0,1.0,728,0,0,0.566038
Run 2,Alessandro Vieri,22,solo,0,0,343,1,0,1.0,559,0,0,0.170732
Run 2,Alessandro Vieri,22,solo,0,0,390,0,0,0.033333,526,0,0,0.031414
Run 2,Alessandro Vieri,22,solo,0,0,556,0,0,0.01105,568,0,0,0.018349
Run 2,Alessandro Vieri,22,solo,0,0,322,0,0,0.072917,615,0,0,0.033981
Run 2,Alessandro Vieri,22,solo,0,0,343,1,0,1.0,728,1,0,1.0
Run 2,Alessandro Vieri,22,solo,0,0,533,0,0,0.046358,581,0,0,0.033019
Run 2,Alessandro Vieri,22,solo,0,0,414,0,0,0.031496,728,0,0,0.043668
Run 2,Alessandro Vieri,22,solo,0,0,311,0,0,0.038835,667,0,0,0.028169
Run 2,Alessandro Vieri,22,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,22,solo,1,0,533,0,0,0.455357,11,1,0,0.0
Run 2,Alessandro Vieri,22,solo,1,0,741,0,0,0.622222,11,1,0,0.0
Run 2,Alessandro Vieri,22,solo,0,0,339,0,0,0.019231,650,0,0,0.033654
Run 2,Alessandro Vieri,22,solo,0,0,529,0,0,0.045455,750,0,0,0.106667
Run 2,Alessandro Vieri,22,solo,0,0,402,0,0,0.033333,506,0,0,0.040201
Run 2,Alessandro Vieri,23,solo,0,0,524,0,0,0.669903,559,0,0,0.546667
Run 2,Alessandro Vieri,23,solo,0,0,491,0,0,0.014184,532,0,0,0.015873
Run 2,Alessandro Vieri,23,solo,0,0,513,0,0,0.0,649,0,0,0.013514
Run 2,Alessandro Vieri,23,solo,0,0,474,0,0,0.0,648,0,0,0.034483
Run 2,Alessandro Vieri,23,solo,0,0,445,0,0,0.414141,803,0,0,0.571429
Run 2,Alessandro Vieri,23,solo,0,0,516,0,0,0.020548,552,0,0,0.048309
Run 2,Alessandro Vieri,23,solo,0,0,301,0,0,0.081967,675,0,0,0.033654
Run 2,Alessandro Vieri,23,solo,0,0,416,0,0,0.039216,481,0,0,0.04908
Run 2,Alessandro Vieri,23,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,23,solo,0,0,619,0,1,0.851485,694,0,0,0.422078
Run 2,Alessandro Vieri,23,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,23,solo,0,0,523,0,1,0.911111,762,0,1,0.900763
Run 2,Alessandro Vieri,23,solo,0,0,524,1,0,1.0,694,1,0,1.0
Run 2,Alessandro Vieri,23,solo,0,0,350,0,0,0.020548,741,0,0,0.04386
Run 2,Alessandro Vieri,23,solo,0,0,417,0,0,0.0,551,0,0,0.029412
Run 2,Alessandro Vieri,23,solo,0,0,436,0,0,0.013793,747,0,0,0.030172
Run 2,Alessandro Vieri,24,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,24,solo,0,0,389,0,0,0.125,709,0,0,0.218085
Run 2,Alessandro Vieri,24,solo,0,0,430,0,1,0.90625,709,1,0,1.0
Run 2,Alessandro Vieri,24,solo,0,0,382,0,0,0.028169,677,0,0,0.028302
Run 2,Alessandro Vieri,24,solo,0,0,409,0,0,0.056075,605,0,0,0.052885
Run 2,Alessandro Vieri,24,solo,0,0,479,0,0,0.045113,523,0,0,0.041284
Run 2,Alessandro Vieri,24,solo,0,0,430,1,0,1.0,692,0,1,0.914729
Run 2,Alessandro Vieri,24,solo,0,0,418,0,0,0.023256,622,0,0,0.069652
Run 2,Alessandro Vieri,24,solo,0,0,510,0,0,0.039062,698,0,0,0.022831
Run 2,Alessandro Vieri,24,solo,0,0,453,0,0,0.032787,552,0,0,0.041667
Run 2,Alessandro Vieri,24,solo,0,0,430,1,0,1.0,692,1,0,1.0
Run 2,Alessandro Vieri,24,solo,0,0,347,0,0,0.04717,728,0,0,0.021368
Run 2,Alessandro Vieri,24,solo,0,0,451,0,0,0.05036,544,0,0,0.051546
Run 2,Alessandro Vieri,24,solo,0,0,360,0,0,0.084112,815,0,0,0.039007
Run 2,Alessandro Vieri,24,solo,1,0,11,1,0,0.0,11,1,0,0.0
Run 2,Alessandro Vieri,24,solo,0,0,321,0,0,0.05,581,0,0,0.043902
Run 2,Alessandro Vieri,24,solo,0,0,462,0,0,0.013986,687,0,0,0.016484
Run 2,Alessandro Vieri,24,solo,0,0,354,0,0,0.026549,644,0,0,0.024038
Run 2,Alessandro Vieri,25,solo,0,0,430,1,0,1.0,765,0,0,0.574074
Run 2,Alessandro Vieri,25,solo,0,0,399,0,0,0.068966,623,0,0,0.018957
Run 2,Alessandro Vieri,25,solo,0,0,519,0,0,0.028736,579,0,0,0.056497
Run 2,Alessandro Vieri,25,solo,0,0,419,0,0,0.069231,674,0,0,0.04386
Run 2,Alessandro Vieri,25,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,25,solo,0,0,430,1,0,1.0,758,0,0,0.532934
Run 2,Alessandro Vieri,25,solo,0,0,378,0,0,0.710145,609,0,0,0.052632
Run 2,Alessandro Vieri,25,solo,0,0,358,0,0,0.084034,637,0,0,0.053398
Run 2,Alessandro Vieri,25,solo,0,0,421,0,0,0.033333,591,0,0,0.022989
Run 2,Alessandro Vieri,25,solo,0,0,269,0,0,0.108696,619,0,0,0.026906
Run 2,Alessandro Vieri,25,solo,0,0,344,0,0,0.145631,609,1,0,1.0
Run 2,Alessandro Vieri,25,solo,0,0,440,0,0,0.021739,564,0,0,0.054945
Run 2,Alessandro Vieri,25,solo,0,0,494,0,0,0.014925,702,0,0,0.021739
Run 2,Alessandro Vieri,25,solo,0,0,384,0,0,0.125,703,0,0,0.029126
Run 2,Alessandro Vieri,25,solo,1,0,11,1,0,0.0,11,1,0,0.0
Run 2,Alessandro Vieri,25,solo,0,0,500,0,0,0.127517,550,0,0,0.046875
Run 2,Alessandro Vieri,25,solo,0,0,305,0,0,0.018692,641,0,0,0.023148
Run 2,Alessandro Vieri,25,solo,0,0,393,0,0,0.015152,643,0,0,0.022936
Run 2,Alessandro Vieri,26,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,26,solo,0,0,344,1,0,1.0,687,0,0,0.624161
Run 2,Alessandro Vieri,26,solo,0,0,344,1,0,1.0,489,0,0,0.065217
Run 2,Alessandro Vieri,26,solo,0,0,384,0,0,0.017094,587,0,0,0.031746
Run 2,Alessandro Vieri,26,solo,0,0,454,0,0,0.017241,827,0,0,0.028571
Run 2,Alessandro Vieri,26,solo,0,0,215,0,0,0.043011,689,0,0,0.032558
Run 2,Alessandro Vieri,26,solo,0,0,344,0,0,0.313253,687,1,0,1.0
Run 2,Alessandro Vieri,26,solo,0,0,448,0,0,0.122137,652,0,0,0.090909
Run 2,Alessandro Vieri,26,solo,0,0,642,0,0,0.018519,669,0,0,0.040359
Run 2,Alessandro Vieri,26,solo,0,0,395,0,0,0.040323,555,0,0,0.0131
Run 2,Alessandro Vieri,26,solo,0,0,344,1,0,1.0,762,0,0,0.640845
Run 2,Alessandro Vieri,26,solo,0,0,375,0,0,0.065217,647,0,0,0.019608
Run 2,Alessandro Vieri,26,solo,0,0,434,0,0,0.008,647,0,0,0.012821
Run 2,Alessandro Vieri,26,solo,0,0,344,0,0,0.148515,799,0,0,0.058824
Run 2,Alessandro Vieri,26,solo,1,0,11,1,0,0.0,11,1,0,0.0
Run 2,Alessandro Vieri,26,solo,0,0,433,0,0,0.044776,588,0,0,0.070093
Run 2,Alessandro Vieri,26,solo,0,0,329,0,0,0.0,673,0,0,0.030457
Run 2,Alessandro Vieri,26,solo,0,0,335,0,0,0.008929,507,0,0,0.030488
Run 2,Alessandro Vieri,27,solo,0,0,344,1,0,1.0,987,0,0,0.530233
Run 2,Alessandro Vieri,27,solo,0,0,392,0,0,0.044444,560,0,0,0.070652
Run 2,Alessandro Vieri,27,solo,0,0,381,0,0,0.047619,671,0,0,0.094059
Run 2,Alessandro Vieri,27,solo,0,0,277,0,0,0.181818,607,0,0,0.053763
Run 2,Alessandro Vieri,27,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,27,solo,0,0,331,0,0,0.709091,987,1,0,1.0
Run 2,Alessandro Vieri,27,solo,0,0,385,0,1,0.910448,987,1,0,1.0
Run 2,Alessandro Vieri,27,solo,0,0,483,0,0,0.013889,785,0,0,0.063348
Run 2,Alessandro Vieri,27,solo,0,0,310,0,0,0.04717,757,0,0,0.022831
Run 2,Alessandro Vieri,27,solo,0,0,299,0,0,0.26087,564,0,0,0.073446
Run 2,Alessandro Vieri,27,solo,0,0,387,0,0,0.736842,987,1,0,1.0
Run 2,Alessandro Vieri,27,solo,0,0,481,0,0,0.03125,582,0,0,0.022026
Run 2,Alessandro Vieri,27,solo,0,0,310,0,0,0.06422,617,0,0,0.032407
Run 2,Alessandro Vieri,27,solo,0,0,378,0,0,0.202381,559,0,0,0.044118
Run 2,Alessandro Vieri,27,solo,1,0,11,1,0,0.0,11,1,0,0.0
Run 2,Alessandro Vieri,27,solo,0,0,470,0,0,0.02649,611,0,0,0.029126
Run 2,Alessandro Vieri,27,solo,0,0,564,0,0,0.039474,690,0,0,0.043062
Run 2,Alessandro Vieri,27,solo,0,0,404,0,0,0.022059,642,0,0,0.014019
Run 2,Alessandro Vieri,28,solo,0,0,387,1,0,1.0,714,0,0,0.694656
Run 2,Alessandro Vieri,28,solo,0,0,443,0,0,0.047619,673,0,0,0.05291
Run 2,Alessandro Vieri,28,solo,0,0,417,0,0,0.056075,696,0,0,0.029787
Run 2,Alessandro Vieri,28,solo,0,0,385,0,0,0.068182,796,0,0,0.065789
Run 2,Alessandro Vieri,28,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,28,solo,0,0,273,0,0,0.597015,714,1,0,1.0
Run 2,Alessandro Vieri,28,solo,0,0,324,0,0,0.716981,714,1,0,1.0
Run 2,Alessandro Vieri,28,solo,0,0,247,0,0,0.043011,537,0,0,0.044843
Run 2,Alessandro Vieri,28,solo,0,0,343,0,0,0.072072,702,0,0,0.037344
Run 2,Alessandro Vieri,28,solo,0,0,280,0,0,0.236111,666,0,0,0.058252
Run 2,Alessandro Vieri,28,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,28,solo,0,0,387,1,0,1.0,714,1,0,1.0
Run 2,Alessandro Vieri,28,solo,0,0,273,1,0,1.0,714,1,0,1.0
Run 2,Alessandro Vieri,28,solo,0,0,364,0,0,0.052083,605,0,0,0.039326
Run 2,Alessandro Vieri,28,solo,0,0,456,0,0,0.052632,710,0,0,0.037915
Run 2,Alessandro Vieri,28,solo,0,0,321,0,0,0.22973,586,0,0,0.047619
Run 2,Alessandro Vieri,29,solo,0,0,355,0,0,0.5625,879,0,0,0.551515
Run 2,Alessandro Vieri,29,solo,0,0,365,0,0,0.066667,648,0,0,0.014925
Run 2,Alessandro Vieri,29,solo,0,0,545,0,0,0.074534,719,0,0,0.054299
Run 2,Alessandro Vieri,29,solo,0,0,238,0,0,0.233333,686,0,0,0.04717
Run 2,Alessandro Vieri,29,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,29,solo,0,0,396,0,1,0.90625,879,1,0,1.0
Run 2,Alessandro Vieri,29,solo,0,0,273,1,0,1.0,879,1,0,1.0
Run 2,Alessandro Vieri,29,solo,0,0,428,0,0,0.125,708,0,0,0.059091
Run 2,Alessandro Vieri,29,solo,0,0,435,0,0,0.027778,660,0,0,0.041237
Run 2,Alessandro Vieri,29,solo,0,0,346,0,0,0.008,675,0,0,0.03139
Run 2,Alessandro Vieri,29,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,29,solo,0,0,355,1,0,1.0,879,1,0,1.0
Run 2,Alessandro Vieri,29,solo,0,0,396,1,0,1.0,879,1,0,1.0
Run 2,Alessandro Vieri,29,solo,0,0,369,0,0,0.055046,654,0,0,0.056522
Run 2,Alessandro Vieri,29,solo,0,0,411,0,0,0.058333,569,0,0,0.017094
Run 2,Alessandro Vieri,29,solo,0,0,221,0,0,0.333333,514,0,0,0.046243
Run 2,Alessandro Vieri,30,joint,1,0,11,1,0,0.0,0,0,0,0.0
Run 2,Alessandro Vieri,30,solo,0,0,396,1,0,1.0,588,0,1,0.827273
Run 2,Alessandro Vieri,30,solo,0,0,394,0,1,0.855072,588,1,0,1.0
Run 2,Alessandro Vieri,30,solo,0,0,417,0,0,0.02963,654,0,0,0.074236
Run 2,Alessandro Vieri,30,solo,0,0,348,0,0,0.063492,587,0,0,0.033333
Run 2,Alessandro Vieri,30,solo,0,0,283,0,0,0.021505,692,0,0,0.032653
Run 2,Alessandro Vieri,30,solo,0,0,396,1,0,1.0,588,1,0,1.0
Run 2,Alessandro Vieri,30,solo,0,0,454,0,0,0.01626,653,0,0,0.024876
Run 2,Alessandro Vieri,30,solo,0,0,285,0,0,0.06087,505,0,0,0.016854
Run 2,Alessandro Vieri,30,solo,0,0,277,0,0,0.351852,588,0,0,0.05618
Run 2,Alessandro Vieri,30,solo,0,0,396,1,0,1.0,588,1,0,1.0
Run 2,Alessandro Vieri,30,solo,0,0,427,0,0,0.112903,615,0,0,0.076923
Run 2,Alessandro Vieri,30,solo,0,0,411,0,0,0.0625,897,0,0,0.026316
